"BOOK_ID","ACCESSION_DATE","ACC_DATE_STAND","DISCARD_DATE","DISC_DATE_STAND","ACCESSION_NUMBER","DUP_ACC","AUTHOR","TITLE","PUBLISHER","WHERE_PUBLISHED","DATE_PUBLISHED","NUM_VOLS","SIZE","NUM_PAGES","BINDING_TYPE_ID","PROVENANCE","COST_DENOM_ID","COST_FULL","COST_US","COST_UK","ORIGIN_ID","ADDITIONAL_INFO","REVIEW_NOTES","LEDGER_NUM","LEDGER_PAGE_NUM","LAST_MODIFIED","BOOKS_OCLC_ID","DMR_LINK_CODE","DMR_DIRECT_CODE","OLD_DMR_DIRECT_CODE"
"10415","Nov 12, 1900","1900-11-12","'35","1935-01-01","12426","0","Graham, Jas. M._","The Son of Czar._","F.A. Stokes Co.","N. York",,,"12","466","1","George A. Ball",,,"0.00",,"1",,,"2","16","2011-02-22 09:41:47","9775","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10416","Nov 12, 1900","1900-11-12","Aug 1923","1923-08-01","12427","0","Zangwill._Israel._","The Master_","Harper & Bros.","N. York","1895",,"12","323","1","George A Ball","1","1-75-0-0-0","1.75","&pound;1 1s 75d","1",,,"2","16","2011-02-22 09:43:15","9776","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10417","July 16 1902","1902-07-16",,,"13425","0",,"St. Nicholas, Illus. Mary Mapes Dodge, Ed'r.","Century Co.","N.York","1900-1","28-1","8","576","1","City",,,"0.00",,,,,"2","43","2010-05-06 14:20:09","9777","AC02_043","2684","&CISOPTR=2695&CISOSHOW=2684"
"10418","July 16 1902","1902-07-16",,,"13426","0",,"St. Nicholas, Illus. Mary Mapes Dodge, Ed'r.","Century Co.","N. York","1901","28","8","1152","1","City",,,"0.00",,,,,"2","43","2010-05-06 14:25:01","9778","AC02_043","2684","&CISOPTR=2695&CISOSHOW=2684"
"10419","July 16 1902","1902-07-16",,,"13427","0",,"St. Nicholas, Illus. Mary Mapes Dodge, Ed'r.","Century Co.","N. York","1901-2","29-1","8","576","1","City",,,"0.00",,,,,"2","43","2010-05-06 14:28:04","9779","AC02_043","2684","&CISOPTR=2695&CISOSHOW=2684"
"10420","July 16 1902","1902-07-16",,,"13428","0","Casper Whitney Ed'r.","Outing","The Outing Pub. Co.","N.York","1900","36","8","708","1","City",,,"0.00",,,,,"2","43","2010-05-06 14:32:03","9780","AC02_043","2684","&CISOPTR=2695&CISOSHOW=2684"
"10421","July 16 1902","1902-07-16",,,"13429","0","Casper Whitney, Ed'r.","Outing","The Outing Pub. Co.","N. York","1901-2","39","8","742","1","City",,,"0.00",,,,,"2","43","2010-05-06 14:33:29","9781","AC02_043","2684","&CISOPTR=2695&CISOSHOW=2684"
"10422","Dec. 3, 1902","1902-12-03","May 1914","1914-05-01","13721","0","Barr,_ Amelia E.","The Bow of Orange Ribbon","Dodd Mead & Co.","N. York","1902",,"12","445","1","Board","1","1-50-0-0-0","1.50","&pound;1 1s 50d","5",,,"2","51","2010-05-06 14:37:45","9782","AC02_051","2692","&CISOPTR=2695&CISOSHOW=2692"
"10423","July 16 1902","1902-07-16",,,"13430","0","A.S. Johnson, Ed'r.","The cyclopedic review of current history","Garretson, Cox & Co.","Buffalo, N.Y.","1896","6","8","1000","1","City",,,"0.00",,,,,"2","43","2010-05-06 14:42:37","9783","AC02_043","2684","&CISOPTR=2695&CISOSHOW=2684"
"10424","July 16 1902","1902-07-16",,,"13431","0","A.S. Johnson, Ed'r.","The cyclopedic review of current history.","Garretson, Cox & Co.","Buffalo, N.Y.","1897","7","8","1040","1","City",,,"0.00",,,,,"2","43","2010-05-06 14:44:29","9784","AC02_043","2684","&CISOPTR=2695&CISOSHOW=2684"
"10425","July 16 1902","1902-07-16",,,"13432","0","A.S. Johnson, Ed'r.","The cyclopedic review of current history.","Garretson, Cox & Co.","Buffalo, N.Y.","1900","10","8","1062","1","City",,,"0.00",,,,,"2","43","2010-05-06 14:46:20","9785","AC02_043","2684","&CISOPTR=2695&CISOSHOW=2684"
"10426","July 16 1902","1902-07-16",,,"13433","0","A. S. Johnson, Ed'r.","The cyclopedic review of current history.","Garretson, Cox & Co.","Buffalo, N.Y.","1901","11","8","760","1","City",,,"0.00",,,,,"2","43","2010-05-06 14:48:49","9786","AC02_043","2684","&CISOPTR=2695&CISOSHOW=2684"
"10427","Dec. 3, 1902","1902-12-03",,,"13722","0","Hugo,_ Victor_","Les_ Miserable","Crowell & Co.","N. York","1902",,"12","284","1","Board","1","1-50-0-0-0","1.50","&pound;1 1s 50d","5","Accession number lined through; no discard date given.",,"2","51","2010-05-06 14:49:46","9787","AC02_051","2692","&CISOPTR=2695&CISOSHOW=2692"
"10428","Dec. 3, 1902","1902-12-03","Je 1911","1911-06-01","13723","0","Martin,_ Geo. Madden_","Emmy-Lou Her Book & Heart","McClure, Phillips & Co.","N. York","1902",,"12","279","1","Board","1","1-50-0-0-0","1.50","&pound;1 1s 50d","5",,,"2","51","2010-05-06 14:55:04","9788","AC02_051","2692","&CISOPTR=2695&CISOSHOW=2692"
"10429","Dec. 3, 1902","1902-12-03","Jl 1913","1913-07-01","13724","0","Phelps,_ E. Stuart_","Gypsy Breynton","Dodd, Mead & Co.","N. York","1902",,"16","262","1","Board","1","0-40-0-0-0","0.40","&pound;0 0s 40d","5",,,"2","51","2010-05-06 15:03:05","9789","AC02_051","2692","&CISOPTR=2695&CISOSHOW=2692"
"10430","Jan 25 1888","1888-01-25",,,"6415","0",,"House Miscl 2nd Sess 48th Cong Rebellion Record",,"Washington D. C.","1884-5","12","8","883","7","Interior Department",,,"0.00",,"1",,,"1","123","2010-12-10 14:28:53","9790","AC01_123","552","&CISOPTR=681&CISOSHOW=552"
"10431","July 16 1902","1902-07-16",,,"13434","0",,"The century magazine Illus.","Century Co. Pub.","N. York & London","1899&1900","59","8","966","1","City",,,"0.00",,,,,"2","44","2010-05-06 15:05:00","9791","AC02_044","2685","&CISOPTR=2695&CISOSHOW=2685"
"10432","Jan 25 1888","1888-01-25",,,"6416","0",,"House Miscl 2nd Sess 48th Cong Rebellion Record",,"Washington D. C.","1884-5","12","8","1035","7","Interior Department",,,"0.00",,"1",,,"1","123","2010-12-10 14:29:12","9792","AC01_123","552","&CISOPTR=681&CISOSHOW=552"
"10433","July 16 1902","1902-07-16",,,"13435","0",,"The century magazine. Illus.","Century Co. Pub.","N. York & London","1900","60","8","960","1","City",,,"0.00",,,,,"2","44","2010-05-06 15:08:23","9793","AC02_044","2685","&CISOPTR=2695&CISOSHOW=2685"
"10434","July 16 1902","1902-07-16",,,"13436","0",,"The century magazine. Illus.","The Century Co. Pub.","N. York & London","1900-1","61","8","960","1","City",,,"0.00",,,,,"2","44","2010-05-06 15:12:02","9794","AC02_044","2685","&CISOPTR=2695&CISOSHOW=2685"
"10435","July 16 1902","1902-07-16",,,"13437","0",,"The century magazine","Century Co. Pub.","N. York & London","1901","62","8","960","1","City",,,"0.00",,,,,"2","44","2010-05-06 15:18:06","9795","AC02_044","2685","&CISOPTR=2695&CISOSHOW=2685"
"10436","Jan 25 1888","1888-01-25",,,"6417","0",,"House Miscl 2nd Sess 48th Cong Nos 40 to 41",,"Washington D. C.","1884-5","16","8","1200","7","Interior Department",,,"0.00",,"1",,,"1","123","2010-12-10 14:30:47","11178","AC01_123","552","&CISOPTR=681&CISOSHOW=552"
"10437","Jan 25 1888","1888-01-25",,,"6418","0",,"House Miscl 2nd Sess 48th Cong 4th Annual Rept U. S. Survey",,"Washington D. C.","1884-5","17","4","532","7","Interior Department",,,"0.00",,"1",,,"1","123","2010-12-10 14:33:26","11397","AC01_123","552","&CISOPTR=681&CISOSHOW=552"
"10438","Jan 25 1888","1888-01-25",,,"6419","0",,"House Miscl 2nd Sess 48th Cong Rebellion Record",,"Washington D. C.","1884-5","4","8","1119","7","Interior Department",,,"0.00",,"1",,,"1","123","2010-12-10 14:33:56","9796","AC01_123","552","&CISOPTR=681&CISOSHOW=552"
"10439","July 16 1902","1902-07-16",,,"13438","0",,"The arena, Jan.-June 1900","The Arena Co.","N. York & London","1900","23","8","672","1","City",,,"0.00",,,,,"2","44","2010-05-06 16:00:35","9797","AC02_044","2685","&CISOPTR=2695&CISOSHOW=2685"
"10440","Jan 25 1888","1888-01-25",,,"6420","0",,"Rept of Comptroller of Currency",,"Washington D. C.","1887","1","8","373","1","Interior Department",,,"0.00",,"1",,,"1","123","2010-12-10 14:34:35","9798","AC01_123","552","&CISOPTR=681&CISOSHOW=552"
"10441","June 25 1888","1888-06-25",,,"6421","0","Mrs. Evans.","Vashti",,"N. Y.","1849","1","8","473","1","Mrs. A[illegible] E. Bunson",,,"0.00",,"1","Ledger recorded author in title column, and title in author column.

Publication date is likely 1869.",,"1","123","2010-10-15 16:42:35","9799","AC01_123","552","&CISOPTR=681&CISOSHOW=552"
"10442","June 25 1888","1888-06-25",,,"6422","0","2nd Sess. 48th Congress","Nos. 1 to 68 Inclusive",,"Washington D. C.","1885","1","8","500","7","Dept of Interior",,,"0.00",,"1",,,"1","123","2010-12-10 14:48:25","9800","AC01_123","552","&CISOPTR=681&CISOSHOW=552"
"10443","June 25 1888","1888-06-25",,,"6423","0","2nd Sess. 48th Congress","Senate Misc Memoirs of",,"Washington D. C.","1885","5","4","110","7","Dept of Interior",,,"0.00",,"1",,,"1","123","2010-12-10 14:49:33","9801","AC01_123","552","&CISOPTR=681&CISOSHOW=552"
"10444","July 22, 1897","1897-07-22",,,"10206","0","Warner, C. Dud_","Lib'y of the Worlds Best Literature, Ancient & Modern",,"N. York","1897","5","8","3070","12","R. S. Peele & J. A Hill Pub'r","1","75-00-0-0-0","75.00","&pound;75 75s 00d","5","30 vol. - $75.00",,"1","209","2011-06-03 09:27:00","9802","AC01_209","639","&CISOPTR=681&CISOSHOW=639"
"10445","Oct 6 1902","1902-10-06",,,"13673","0",,"The Ephemeris & Nautical Almanac","Gov. Printing Office","Wash'n D.C.","1905",,"8","595","1","Supt Documents",,,"0.00",,,,,"2","49","2010-05-07 08:41:38","9803","AC02_049","2690","&CISOPTR=2695&CISOSHOW=2690"
"10446","Oct 6 1902","1902-10-06",,,"13674","0",,"Congressional Record, _57th Cong. 1st Sess._Pt_5 Pages_4225-5280","Gov. Printing Office","Wash'n D.C.","1902","vol 35","4","5280","1","Supt Documents",,,"0.00",,,"In ""Date"" field: wd. trans. to doc collection",,"2","49","2010-08-30 14:59:00","11646","AC02_049","2690","&CISOPTR=2695&CISOSHOW=2690"
"10447","Oct 6 1902","1902-10-06",,,"13675","0",,"Congressional Appendix 57th Cong. 666. Pt 8 Pages 7393_7795","Gov. Printing Office","Wash'n D.C.","1902","vol 35","4","7393","1","Supt Documents",,,"0.00",,,,,"2","49","2010-08-30 15:01:51","11647","AC02_049","2690","&CISOPTR=2695&CISOSHOW=2690"
"10448","Oct 6 1902","1902-10-06",,,"13676","0",,"12th Census of U. States._Manufactures._Pt 3._Special Repts on Selected Industries","Gov. Printing Office","Wash'n D.C.","1902","vol 9","4","1119","1","Supt Documents",,,"0.00",,,"In ""Date"" field: wd. trans. to doc collection",,"2","49","2010-05-07 08:55:28","9804","AC02_049","2690","&CISOPTR=2695&CISOSHOW=2690"
"10449","Oct 6 1902","1902-10-06",,,"13677","0",,"12th Census of U. States._Manufactures._Pt 4._Special Repts on Selected Industries","Gov. Printing Office","Wash'n D.C.","1902","vol 10","4","978","1","Supt Documents",,,"0.00",,,,,"2","49","2010-05-07 08:58:24","9805","AC02_049","2690","&CISOPTR=2695&CISOSHOW=2690"
"10450","July 22, 1897","1897-07-22",,,"10207","0","Warner, C. Dud_","Lib'y of the Worlds Best Literature, Ancient & Modern",,"N. York","1897","6","8","3674","12","R. S. Peele & J. A Hill Pub'r","1","75-00-0-0-0","75.00","&pound;75 75s 00d","5","30 vol. - $75.00",,"1","209","2011-06-03 09:27:22","9806","AC01_209","639","&CISOPTR=681&CISOSHOW=639"
"10451","Nov 12, 1900","1900-11-12",,,"12428","0","Hotchkiss,_C.C._","A Colonial Free-Lance","D. Appleton & Co.","N. York","1899",,"12","312","1","George A Ball",,,"0.00",,"1",,,"2","16","2011-02-22 09:52:37","9807","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10452","Nov 12, 1900","1900-11-12",,,"12429","0","Tracy,_Louis_","The Lost Provinces","G.P. Putnam's Sons","N. York & London","1898",,"12","408","1","George A Ball",,,"0.00",,"1",,,"2","16","2011-02-22 09:53:23","9808","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10453","June 25 1888","1888-06-25",,,"6424","0","2nd Sess. 48th Congress","Senate Misc Washington Astronomical",,"Washington D. C.","1885","8","4","200","7","Dept of Interior",,,"0.00",,"1",,,"1","123","2010-12-10 14:50:15","9809","AC01_123","552","&CISOPTR=681&CISOSHOW=552"
"10454","Nov 12, 1900","1900-11-12",,,"12430","0","Goss. _Chas Frederic","The Redemption of David Corson","Bowen-Merrill Co","Indpls, Ind","1899",,"12","418","1","George A Ball",,,"0.00",,"1",,,"2","16","2011-02-22 09:54:16","9810","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10455","June 25 1888","1888-06-25",,,"6425","0","2nd Sess. 48th Congress","Senate Repts Nos 901 to 1292",,"Washington D. C.","1885","1","8","750","7","Dept of Interior",,,"0.00",,"1",,,"1","123","2010-12-10 14:52:23","9811","AC01_123","552","&CISOPTR=681&CISOSHOW=552"
"10456","June 25 1888","1888-06-25",,,"6426","0","2nd Sess. 48th Congress","Senate Repts 1293 to 1573",,"Washington D. C.","1885","1","8",,"7","Dept of Interior",,,"0.00",,"1",,,"1","123","2010-12-10 14:53:58","9812","AC01_123","552","&CISOPTR=681&CISOSHOW=552"
"10457","July 22, 1897","1897-07-22",,,"10208","0","Warner, C. Dud_","Lib'y of the Worlds Best Literature, Ancient & Modern",,"N. York","1897","7","8","4864","12","R. S. Peele & J. A Hill Pub'r","1","75-00-0-0-0","75.00","&pound;75 75s 00d","5","30 vol. - $75.00",,"1","209","2011-06-03 09:28:07","9813","AC01_209","639","&CISOPTR=681&CISOSHOW=639"
"10458","June 25 1888","1888-06-25",,,"6427","0","2nd Sess. 48th Congress","House Ex. Nos 65 to 175",,"Washington D. C.","1884-5","27","8","1200","7","Dept of Interior",,,"0.00",,"1",,,"1","123","2010-12-10 14:55:14","9814","AC01_123","552","&CISOPTR=681&CISOSHOW=552"
"10459","June 25 1888","1888-06-25",,,"6428","0","2nd Sess. 48th Congress","House Ex. Nos 176 to 225",,"Washington D. C.","1884-5","28","8","450","7","Dept of Interior",,,"0.00",,"4",,,"1","123","2010-12-10 14:55:53","9815","AC01_123","552","&CISOPTR=681&CISOSHOW=552"
"10460","Nov 12, 1900","1900-11-12","'35","1935-01-01","12431","0","Harrison, Mrs. Burton_","The Bachelor Maid","The Century Co.","N. York","1894",,"12","224","1","George A Ball",,,"0.00",,"1",,,"2","16","2011-02-22 09:55:24","9816","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10461","July 22, 1897","1897-07-22",,,"10209","0","Warner, C. Dud_","Lib'y of the Worlds Best Literature, Ancient & Modern",,"N. York","1897","8","8","4864","12","R. S. Peele & J. A Hill Pub'r","1","75-00-0-0-0","75.00","&pound;75 75s 00d","5","30 vol. - $75.00",,"1","209","2011-06-03 09:28:33","9817","AC01_209","639","&CISOPTR=681&CISOSHOW=639"
"10462","Nov 12, 1900","1900-11-12",,,"12432","0","Jokai_Mausus._","Eyes Like The Sea","G.P. Putnam's Sons","N. York","1894",,"12","396","1","George A Ball",,,"0.00",,"1",,,"2","16","2011-02-22 09:56:13","9818","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
"10463","July 22, 1897","1897-07-22",,,"10210","0","Warner, C. Dud_","Lib'y of the Worlds Best Literature, Ancient & Modern",,"N. York","1897","9","8","5466","12","R. S. Peele & J. A Hill Pub'r","1","75-00-0-0-0","75.00","&pound;75 75s 00d","5","30 vol. - $75.00",,"1","209","2011-06-03 09:28:57","9819","AC01_209","639","&CISOPTR=681&CISOSHOW=639"
"10464","July 22, 1897","1897-07-22",,,"10211","0","Warner, C. Dud_","Lib'y of the Worlds Best Literature, Ancient & Modern",,"N. York","1897","10","8","6058","12","R. S. Peele & J. A Hill Pub'r","1","75-00-0-0-0","75.00","&pound;75 75s 00d","5","30 vol. - $75.00",,"1","209","2011-06-03 09:29:22","9820","AC01_209","639","&CISOPTR=681&CISOSHOW=639"
"10465","Jan. 5 1876","1876-01-05",,,"2406","0",,"The Nursery","John L Shorey Pub.","Boston","1872","XI","12","188",,"Graphic Company",,,"0.00",,,"Publisher recorded in author column.",,"1","64","2010-10-21 12:02:25","9821","AC01_064","493","&CISOPTR=681&CISOSHOW=493"
"10466","Jan 5 1876","1876-01-05",,,"2407","0",,"The Nursery","John L Shorey Pub.","Boston","1872","XII","12","188",,"Graphic Company",,,"0.00",,,"Publisher recorded in author column.",,"1","64","2010-10-21 12:03:47","9822","AC01_064","493","&CISOPTR=681&CISOSHOW=493"
"10467","June 25 1888","1888-06-25",,,"6429","0","2nd Sess. 48th Congress","House Rept Nos 2166 to 2604.",,"Washington D. C.","1884-5","1","8","1000","7","Dept of Interior",,,"0.00",,"1",,,"1","123","2010-12-10 14:56:55","9823","AC01_123","552","&CISOPTR=681&CISOSHOW=552"
"10468","July 22, 1897","1897-07-22","Je'18","1918-06-01","10212","0",,"N.American Supplement to latest ed. of Encyc. Brit",,"N. York & Chicago ill","1897","1","8","642","7","The Werner Co. Pubrs.","1","30-25-0-0-0","30.25","&pound;30 30s 25d","5","5 vols.-$30.25",,"1","209","2011-06-03 09:30:14","9824","AC01_209","639","&CISOPTR=681&CISOSHOW=639"
"10469","June 25 1888","1888-06-25",,,"6430","0","2nd Sess. 48th Congress","House Rept Nos 2605 to 2676.",,"Washington D. C.","1884-5","2","8","1200","7","Dept of Interior",,,"0.00",,"1",,,"1","123","2010-12-10 14:57:32","9825","AC01_123","552","&CISOPTR=681&CISOSHOW=552"
"10470","July 22, 1897","1897-07-22","Je'18","1918-06-01","10213","0",,"N.American Supplement to latest ed. of Encyc. Brit",,"N. York & Chicago ill","1897","2","8","1308","7","The Werner Co. Pubrs.","1","30-25-0-0-0","30.25","&pound;30 30s 25d","5","5 vols.-$30.25",,"1","209","2011-06-03 09:30:36","9826","AC01_209","639","&CISOPTR=681&CISOSHOW=639"
"10471","June 25 1888","1888-06-25",,,"6431","0",,"House Rept Nos 2677 to 2696.",,"Washington D. C.","1884-5","3","8","1000","7","Dept of Interior",,,"0.00",,"1",,,"1","123","2010-12-10 14:58:07","9827","AC01_123","552","&CISOPTR=681&CISOSHOW=552"
"10472","Jan 5 1876","1876-01-05",,,"2408","0",,"The Nursery","John L Shorey Pub.","Boston","1875","XVII","12","188",,"Graphic Company",,,"0.00",,,"Publisher recorded in author column.",,"1","64","2010-10-21 12:03:23","9828","AC01_064","493","&CISOPTR=681&CISOSHOW=493"
"10473","Jan 5 1876","1876-01-05",,,"2409","0",,"The Nursery","John L Shorey Pub.","Boston","1875","XVIII","12","188",,"Graphic Company",,,"0.00",,,"Publisher recorded in author column.",,"1","64","2010-10-21 12:04:50","9829","AC01_064","493","&CISOPTR=681&CISOSHOW=493"
"10474","June 25 1888","1888-06-25",,,"6432","0","2nd Sess. 48th Congress","House General Personal Index",,"Washington D. C.","1884-5","4","4","134","7","Dept of Interior",,,"0.00",,"1",,,"1","123","2010-12-10 15:02:38","9830","AC01_123","552","&CISOPTR=681&CISOSHOW=552"
"10475","July 22, 1897","1897-07-22","Je'18","1918-06-01","10214","0",,"N.American Supplement to latest ed. of Encyc. Brit",,"N. York & Chicago ill","1897","3","8","1914","7","The Werner Co. Pubrs.","1","30-25-0-0-0","30.25","&pound;30 30s 25d","5","5 vols.-$30.25",,"1","209","2011-06-03 09:30:53","9831","AC01_209","639","&CISOPTR=681&CISOSHOW=639"
"10476","Jan 5 1876","1876-01-05",,,"2410","0","S. R. Wells Editor","Phrenological Journal","S. R. Lewis & Co. Pub.","New York","1875","XI","8","418",,"Graphic company",,,"0.00",,,"Publisher recorded in author column.",,"1","64","2010-10-21 12:06:32","9832","AC01_064","493","&CISOPTR=681&CISOSHOW=493"
"10477","July 22, 1897","1897-07-22","Je'18","1918-06-01","10215","0",,"N.American Supplement to latest ed. of Encyc. Brit",,"N. York & Chicago ill","1897","4","8","2632","12","The Werner Co. Pubrs.","1","30-25-0-0-0","30.25","&pound;30 30s 25d","5","5 vols.-$30.25",,"1","209","2011-06-03 09:31:20","9833","AC01_209","639","&CISOPTR=681&CISOSHOW=639"
"10478","Jan 5 1876","1876-01-05",,,"2411","0","H. S. Drayton & N. Sizer Eds.","Phrenological Journal","S. R. Wells Pub.","New York","1875","XII","8","416",,"Graphic Company",,,"0.00",,,"Publisher recorded in author column.",,"1","64","2010-10-21 12:07:59","9834","AC01_064","493","&CISOPTR=681&CISOSHOW=493"
"10479","July 22, 1897","1897-07-22","Je'18","1918-06-01","10216","0",,"N.American Supplement to latest ed. of Encyc. Brit with Index",,"N. York & Chicago ill","1897","5","8","3269","7","The Werner Co. Pubrs.","1","30-25-0-0-0","30.25","&pound;30 30s 25d","5","5 vols.-$30.25",,"1","209","2011-06-03 09:31:41","9835","AC01_209","639","&CISOPTR=681&CISOSHOW=639"
"10480","June 25 1888","1888-06-25",,,"6433","0","1st Sess 49 Cong","Senate Ex. Test of Iron & Steel",,"Washington D. C.","1885-6","2","8","507","7","Dept of Interior",,,"0.00",,"1",,,"1","123","2010-12-10 15:03:30","9836","AC01_123","552","&CISOPTR=681&CISOSHOW=552"
"10481","Jan 5 1876","1876-01-05",,,"2412","0",,"North American Review","James R. Osgood & Co Publisher","Boston","1875","CXX","8","484",,"Graphic Company",,,"0.00",,,"Publisher recorded in author column.",,"1","64","2010-10-21 12:11:07","11018","AC01_064","493","&CISOPTR=681&CISOSHOW=493"
"10482","June 25 1888","1888-06-25",,,"6434","0","1st Sess 49 Cong","House Doc Rept of Sec of War.",,"Washington D. C.","1885-6","2","8","913","7","Dept of Interior",,,"0.00",,"1",,,"1","123","2010-12-10 15:04:11","9837","AC01_123","552","&CISOPTR=681&CISOSHOW=552"
"10483","Jan 5 1876","1876-01-05",,,"2413","0","George Wilkes Editor","The Spirit of The Times",,"New York","1875","CXXXIX","8","680",,"Graphic Company",,,"0.00",,,,,"1","64","2010-10-21 12:12:21","9838","AC01_064","493","&CISOPTR=681&CISOSHOW=493"
"10484","June 25 1888","1888-06-25",,,"6435","0","1st Sess 49 Cong","House Miscl Revision of Rules",,"Washington D. C.","1885-6","2","4","1500","7","Dept of Interior",,,"0.00",,"1",,,"1","123","2010-12-10 15:05:20","9839","AC01_123","552","&CISOPTR=681&CISOSHOW=552"
"10485","July 22, 1897","1897-07-22","Je'18","1918-06-01","10217","0",,"A guide to Systematic Reading with-Enc_Britanica",,"N. York & Chicago ill","1897","1","8","460","7",,"1","30-25-0-0-0","30.25","&pound;30 30s 25d","5",,,"1","209","2011-06-03 09:32:02","9840","AC01_209","639","&CISOPTR=681&CISOSHOW=639"
"10486","Nov 12, 1900","1900-11-12",,,"12433","0","Raymond_Walter._","Love And Quiet Life","Dodd, Mead & Co.","N. York","1894",,"12","264","1","George A Ball",,,"0.00",,"1",,,"2","16","2011-02-22 09:57:02","9841","AC02_016","2656","&CISOPTR=2695&CISOSHOW=2656"
